"soortnum";"wet_naam";"ned_naam";"aut_naam";"wet_naam_auteur";"lettcode";"familie";"genus";"soort";"syst_niv";"stlyst90";"flora_90";"status";"uhokn50";"uhokn80";"herkmst1";"herkmst2";"herkmst3";"ufk_40";"ufk_90";"uhokv50";"uhokv80";"lv_duur";"lv_vorm";"gr_vorm1";"gr_vorm2";"gr_vorm3";"anat_bld";"grn_bld";"vorm_bld";"hgt_min";"hgt_max";"hgt_extr";"gesl_blm";"blmkleur";"vr_type";"vr_kleur";"zaadmorf";"wrtldiep";"kiemtijd";"bgnbloei";"endbloei";"grondwtr";"lichtind";"temptind";"contiind";"vochtind";"zuurgind";"stiksind";"zout_ind";"zwareind";"maai_ind";"stro_min";"stro_max";"stro_ext";"oeco_grp";"ecol_grp";"transgr";"westhoff";"ellenbrg";"ecotp_01";"ecotp_02";"ecotp_03";"ecotp_04";"ecotp_05";"ecotp_06";"ecotp_07";"ecotp_08";"ecotp_09";"ecotp_10";"ecotpamp";"gebruik1";"gebruik2";"gebruik3";"gebruik4";"wett_bes";"redlist1";"redlist2";"bestuiv1";"bestuiv2";"bestuiv3";"zbestuiv";"plg_ligg";"plg_nord";"plg_west";"plg_midd";"plg_oost";"plg_z_o";"plg_zuid";"plg_fryk";"plg_amer";"plg_euro";"plg_azie";"plg_bron";"plg_noot";"plg_mont";"r_salinit";"r_alkalin";"r_dom_anio";"r_carbogeh";"r_trofiegr";"type";"selectie"
42;"Alopecurus pratensis";"Grote vossestaart";"L.";"Alopecurus pratensis L.";"ALOPEPRA";"126";"44";" 6";" 2";"1";"1";"1";" 858";"1347";"  1";;;"8";"9";;;"6";"H";"52";"53";;"24";"S";"ly";"  30";" 120";;"C";"O";"31";"o";" 1";"44";"01";"4";" 6";"5";"6";"X";"5";" 6";"6";"7";"0";"0";"7";"9";"9";"9";"51";"610";"3";"25Ba";"54000";"G48";;;;;;;;;;"1";"29";;;;"0";;;"W";;;;"c";"3";"4";"4";"4";"3";"2";"A";".";"*";"*";"135";"X";"mo";;;;;;"H";3
43;"Althaea officinalis";"Echte heemst";"L.";"Althaea officinalis L.";"ALTHAOFF";" 69";" 3";" 2";" 2";"1";"1";"1";" 182";"  92";"  1";;;"5";"4";;;"6";"GH";"65";;;;;"ha";"  60";" 150";;"C";"R";"43";"o";" 1";;"32/12";"7";" 9";"3";"6";"7";"6";" 7=";"8";"4";"2";"0";;"9";"9";"9";"44";"504";;;;"bR40";;;;;;;;;;"1";"16";;;;"0";"+";"3";"IH";;;"Z";"m";"0";"2";"2";"2";"3";"3";"A";".";"*";"*";"13";"CDIM";"pl";;;;;;"H";0
44;"Alyssum alyssoides";"Bleek schildzaad";"(L.) L.";"Alyssum alyssoides (L.) L.";"ALYSSALY";" 44";"19";" 1";" 2";"1";"1";"12";"  54";"   7";"  1";;;"4";"2";;;"1";"T";"65";;;"50";"S";"lc";"   5";"  30";;"C";"F-A";"43";"o";" 9";"11";"01";"4";" 6";"7";"9";"6";"4";" 3";"8";"1";"0";"0";;"9";"9";"9";"63";"605";"0";"20B";"52110";"P63";;;;;;;;;;"1";"99";;;;"0";"+";"1";"I";;;"Z";"m";"+";"2";"3";"2";"3";"3";"A";".";"*";".";"13";"M";"sm";;;;;;"H";0
45;"Amaranthus graecizans";"Afrikaanse amarant";"L.";"Amaranthus graecizans L.";"AMARAGRA";" 34";" 1";" 2";" 2";"0";"1";"2";;;"105";;;;;;;"1";"T";"65";;;"40";"S";"ro";"  20";"  70";;"A";"V";"33";"o";;;;"7";"10";;"9";"9";"X";" 3";"9";"8";"0";"0";;"9";"9";"9";"11";;"3";"12Aa";"33100";;;;;;;;;;;;"99";;;;"0";;;"I";"W";;;;;;;;;;;;;;;;;;;;;;"H";0
46;"Amaranthus blitum";"Kleine majer";"L.";"Amaranthus blitum L.";"AMARABLI";" 34";" 1";" 3";" 2";"1";"1";"1";"  94";" 124";"  1";;;"5";"5";;;"1";"T";"65";;;"40";"S";"ro";"  40";"  80";;"A";"V";"33";"o";" 1";"33";"12";"7";"13";"7";"8";"7";"3";" 4";"X";"8";"0";"0";;"9";"9";"9";"11";"301";"3";"12Aa";"33110";"P67";;;;;;;;;;"1";"99";;;;"0";;;"I";"W";;;"m";"0";"1";"2";"1";"2";"2";"A";"*";"*";"*";"2";"DE";"co";;;;;;"H";0
47;"Amaranthus retroflexus";"Papegaaiekruid";"L.";"Amaranthus retroflexus L.";"AMARARET";" 34";" 1";" 9";" 2";"1";"1";"32";" 148";" 398";"301";;;"5";"6";;;"1";"T";"65";;;"40";"S";"ro";"  15";" 100";;"A";"V";"33";"o";" 1";"44";"12/21";"7";"10";"7";"8";"7";"6";" 4";"7";"7";"1";"0";;"9";"9";"9";"13";"312";"0";"12Aa''";"33000";"P67";;;;;;;;;;"1";"99";;;;"0";;;"I";"W";;;"b";"1";"3";"4";"4";"4";"4";"A";"*";".";".";"1235";"E";;;;;;;"H";0
48;"Ambrosia artemisiifolia";"Alsemambrosia";"L.";"Ambrosia artemisiifolia L.";"AMBROART";"113";"18";" 2";" 2";"0";"1";"2";" 187";" 139";"301";;;;;;;"1";"T";"65";;;;"S";"ve";"  20";" 100";;"A";"V:F";"32";"o";" 1";;"12";"9";"10";"7";"9";"7";"?";" 4";"8";"6";"0";"0";;"9";"9";"9";"15";"312";"0";"12Ba";;"P47";"P48";;;;;;;;;"1";"99";;;;"0";;;"I";"W";;;;;;;;;;;;;;;;;;;;;;"H";0
49;"Calammophila baltica  (x-)";"Noordse helm";"(Schrader) Brand";"Calammophila baltica  (x-) (Schrader) Brand";"CALA*BAL";"126";"41";" 1";" 8";"1";"1";"1";"  29";"  63";"  1";;;"4";"4";;;"6";"G";"52";;;"50";"W";"ly";"  60";" 150";;"C";"O";"31";"o";" 1";"33";;"6";" 7";"7";"8";"X";"?";" 4";"X";"4";"0";"0";;"9";"9";"9";"31";"202";"0";"15Ab";"29000";"R64";;;;;;;;;;"1";"32";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
50;"Ammophila arenaria";"Helm";"(L.) Link";"Ammophila arenaria (L.) Link";"AMMOPARE";"126";"40";" 1";" 2";"1";"1";"18";" 148";" 142";"  1";;;"5";"5";" 113";"  64";"6";"G";"52";;;"50";"W";"ly";"  50";" 120";;"C";"O";"31";"o";" 1";"45";"12";"6";" 7";"7";"9";"6";"3";" 4";"7";"5";"1";"0";;"9";"9";"9";"31";"202";"0";"15Ab";"29110";"bP60s";"R64";;;;;;;;;"2";"32";;;;"0";;;"W";;;;"c";"+";"4";"3";"0";"0";"3";"A";".";"*";".";"3";"G";"pl";;;;;;"H";0
51;"Anacamptis pyramidalis";"Hondskruid";"(L.) Richard";"Anacamptis pyramidalis (L.) Richard";"ANACAPYR";"132";"16";" 1";" 2";"1";"1";"1";"  21";"   4";"  1";;;"3";"2";;;"6";"G";"64";;;"45";"S";"lc";"  30";"  60";;"C";"P";"43";"o";"11";;;"6";" 7";"5";"8";"7";"2";" 3";"9";"2";"0";"0";"3";"9";"9";"9";"63";"608";"0";"20Bc06";"53213";"G43";"G63";;;;;;;;;"1";"99";;;;"0";;"1";"IL";;;;"m";"0";"3";"2";"+";"2";"3";"A";".";"*";"*";"3";"M";"mo";;;;;;"H";0
52;"Anagallis arvensis subsp. arvensis";"Rood guichelheil";;"Anagallis arvensis subsp. arvensis ";"ANAGAA-A";" 87";" 6";" 4";" 4";"1";"1";"1";" 692";" 711";"  1";;;"7";"7";;;"1";"T";"61";;;"43";"W";"ro";"   5";"  50";;"C";"R";"43";"o";" 1";"22";;"5";"13";"7";"6";"6";"3";" 5";"X";"6";"0";"0";;"9";"9";"9";"11";"301";"3";"12Aa";"34000";"P47";"P48";"P67";"P68";;;;;;;"2";"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
53;"Anagallis tenella";"Teer guichelheil";"(L.) Murray";"Anagallis tenella (L.) Murray";"ANAGATEN";" 87";" 6";" 2";" 2";"1";"1";"1";"  56";"  17";"  1";;;"4";"3";;;"6";"HC";"61";;;;;"ro";"   5";"  20";;"C";"R";"43";"o";" 1";;"21";"6";" 8";"2";"8";"6";"1";" 9";"X";"2";"0";"0";;"9";"9";"9";"72";"703";"0";"27Ba05";;"P23";;;;;;;;;;"1";"99";;;;"0";"+";"2";"I";;;;"m";"0";"3";"+";"0";"0";"2";"A";".";"*";".";"134";"M";"mo";;;;;;"H";0
54;"Anchusa officinalis";"Gewone ossetong";"L.";"Anchusa officinalis L.";"ANCHUOFF";" 98";" 6";" 2";" 2";"1";"1";"1";"  84";"  64";"  1";;;"4";"4";;;"2+6";"H";"65";;;"45";"S";"lc";"  30";" 100";"130";"C";"P/C";"41";"o";"10";"55";"01/32";"5";"13";"7";"9";"7";"5";" 3";"7";"5";"0";"0";;"9";"9";"9";"16";"401";"0";"12Bd02";"33410";"P63r";;;;;;;;;;"1";"16";"30";;;"0";;;"IH";;;;"s";"1";"3";"4";"3";"3";"1";"A";".";"*";".";"3";"C";"mo";;;;;;"H";0
55;"Andromeda polifolia";"Lavendelhei";"L.";"Andromeda polifolia L.";"ANDROPOL";" 85";" 5";" 1";" 2";"1";"1";"1";" 168";" 153";"  1";;;"5";"5";;;"7";"Z";"71";;;"52";"I";"lc";"  10";"  50";;"C";"R";"43";"o";" 1";"22";"32";"4";" 6";"3";"9";"4";"5";" 9";"1";"1";"0";"0";;"9";"9";"9";"74";"704";"0";"29B";"18110";"G21";;;;;;;;;;"1";"99";;;;"0";;;"IH";"IL";;"Z";"m";"4";"2";"3";"3";"1";"0";"A";"*";"*";"*";"135";"H";"mo";;;;;;"H";0
56;"Anemone nemorosa";"Bosanemoon";"L.";"Anemone nemorosa L.";"ANEMONEM";" 40";" 8";" 3";" 2";"1";"1";"1";" 405";" 525";"  1";;;"7";"7";;;"6";"G";"66";;;"34";"V";"ha";"   5";"  25";;"C";"A";"32";"o";"10";"11";"12";"3";" 5";"7";"X";"X";"3";" 5";"X";"X";"0";"0";"5";"9";"9";"9";"92";"905";"0";"38";"84000";"H42";;;;;;;;;;"1";"99";;;;"0";;;"ID";"IH";;"Z";"c";"1";"4";"4";"2";"2";"1";"A";".";"*";".";"123";"A";"sa";;;;;;"H";0
57;"Pulsatilla vulgaris";"Wildemanskruid";"Miller";"Pulsatilla vulgaris Miller";"PULSAVUL";" 40";" 9";" 1";" 2";"1";"1";"17";"   9";"   1";"  2";;;"1";"0";;;"6";"H";"64";;;"45";"S";"vm";"   5";"  20";"  40";"C";"P";"32";"o";" 8";"15";"22";"3";" 5";"7";"7";"6";"5";" 2";"7";"2";"0";"0";"3";"9";"9";"9";"63";"605";;;"53210";;;;;;;;;;;;"16";"30";;;"0";"+";"0";"IH";;;;"m";"0";"1";"3";"+";"+";"0";"A";".";"*";".";"123";"BLM";"mo";;;;;;"H";0
58;"Anemone ranunculoides";"Gele anemoon";"L.";"Anemone ranunculoides L.";"ANEMORAN";" 40";" 8";" 4";" 2";"1";"1";"13";"  47";"  46";"  1";;;"4";"4";;;"6";"G";"66";;;"30";"V";"ha";"  15";"  25";;"C";"F";"32";"o";"10";;"12";"3";" 5";"7";"3";"6";"4";" 6";"8";"8";"0";"0";;"9";"9";"9";"94";"906";;;"84000";"H43";"H47";;;;;;;;;"1";"99";;;;"0";"+c";"3";"ID";"IH";;"Z";"m";"1";"1";"4";"4";"2";"+";"A";".";"*";"*";"123";"M";"mo";;;;;;"H";0
59;"Angelica archangelica";"Grote engelwortel";"L.";"Angelica archangelica L.";"ANGELARC";" 83";"32";" 2";" 2";"1";"1";"34";"  14";" 219";"107";"202";;"2";"6";;;"2/4";"H";"64";;;"24";"S";"vm";"  90";" 250";;"C";"V:A";"41";"o";" 9";"33";"21";"7";" 9";"2";"7";"6";"5";" 9=";"X";"9";"1";"0";;"9";"9";"9";"44";"501";"0";"17Ba";"35210";"R28";"H28";;;;;;;;;"1";"16";"30";;;"0";;;"I";;;"Z";"m";"3";"+";"2";"3";"+";"0";"A";"*";"*";"*";"134";"ABDE";"mo";;;;;;"H";0
60;"Angelica sylvestris";"Gewone engelwortel";"L.";"Angelica sylvestris L.";"ANGELSYL";" 83";"32";" 1";" 2";"1";"1";"1";"1240";"1379";"  1";;;"9";"9";;;"2";"H";"64";;;"42";"S";"vm";"  90";" 180";;"C";"A/R";"41";"o";" 9";"24";"12/21";"7";"13";"4";"7";"X";"4";" 8";"X";"X";"0";"0";"5";"9";"9";"9";"44";"505";"0";"25A";"54100";"R27";"R47";"H27";;;;;;;;"2";"16";;;;"0";;;"I1";;;"Z";"c";"3";"4";"4";"4";"2";"1";"A";".";"*";"*";"13";"X";"mo";;;;;;"H";1
61;"Antennaria dioica";"Rozenkransje";"(L.) Gaertner";"Antennaria dioica (L.) Gaertner";"ANTENDIO";"113";" 9";" 1";" 2";"1";"1";"1";" 336";"  73";"  1";;;"6";"3";;;"6";"CH";"64";;;"54";"I";"lc";"   5";"  15";;"A";"R/A";"32";"o";" 8";"22";"23";"5";" 6";"7";"8";"X";"X";" 4";"3";"2";"0";"0";"5";"9";"9";"9";"75";"606";"3";"30Aa";"51120";"G62";;;;;;;;;;"1";"99";;;;"0";;"2";"I";"A";;;"s";"4";"3";"4";"4";"2";"1";"A";".";"*";"*";"3";"M";"al";;;;;;"H";0
62;"Anthemis arvensis";"Valse kamille";"L.";"Anthemis arvensis L.";"ANTHEARV";"113";"22";" 4";" 2";"1";"1";"1";" 561";" 446";"  1";;;"7";"6";;;"8+1";"T";"65";;;"40";"W";"ve";"  15";"  45";;"D";"A+F";"32";"o";" 1";"22";"32";"6";"13";"7";"7";"6";"5";" 4";"6";"6";"0";"0";;"9";"9";"9";"13";"302";"4";"13Ab01";"34000";"P67";;;;;;;;;;"1";"99";;;;"0";;;"ID";"IH";;;"s";"1";"3";"4";"2";"2";"3";"A";".";"*";".";"35";"DE";"sm";;;;;;"H";0
63;"Anthemis cotula";"Stinkende kamille";"L.";"Anthemis cotula L.";"ANTHECOT";"113";"22";" 3";" 2";"1";"1";"1";" 232";" 134";"  1";;;"6";"5";;;"1";"T";"65";;;"40";"W";"ve";"  30";"  45";;"D";"A+F";"32";"o";" 1";;"32";"6";"13";"7";"7";"6";"3";" 4";"X";"5";"0";"0";;"9";"9";"9";"15";"306";"0";"12Ba";"33310";"P47";;;;;;;;;;"1";"99";;;;"0";;"3";"IC";"ID";;;"s";"+";"3";"3";"3";"3";"3";"A";".";"*";"*";"3";"DEM";"mo";;;;;;"H";0
64;"Anthemis tinctoria";"Gele kamille";"L.";"Anthemis tinctoria L.";"ANTHETIN";"113";"22";" 1";" 2";"1";"1";"12";"  21";"   7";"  1";;;"3";"3";;;"6";"H";"65";;;"45";"S";"ve";"  30";"  60";;"D";"F";"32";"o";" 1";;"12   ?";"6";" 9";"7";"8";"6";"5";" 3";"6";"4";"0";"0";;"9";"9";"9";"15";"306";;;"36110";"P67";;;;;;;;;;"1";"21";;;;"0";;;"I*";;;;"m";"2";"2";"4";"4";"4";"2";"A";".";"*";"*";"3";"D";"mo";;;;;;"H";0
65;"Anthericum liliago";"Grote graslelie";"L.";"Anthericum liliago L.";"ANTHCLIL";"121";" 2";" 1";" 2";"1";"1";"14";"   2";"   0";"  2";;;"0";"0";;;"6";"HG";"65";;;"45";"S";"ly";"  30";"  60";;"C";"A";"43";"o";" 1";"55";"11";"5";" 7";"7";"7";"6";"4";" 3";"5";"2";"0";"0";"4";"9";"9";"9";"83";;;;"    0";;;;;;;;;;;;"99";;;;"0";"+";"0";"ID";"IH";;;"v";"0";"1";"2";"0";"1";"1";"A";".";"*";".";"13";"LM";"mo";;;;;;"H";0
66;"Anthoxanthum odoratum";"Gewoon reukgras";"L.";"Anthoxanthum odoratum L.";"ANTHOODO";"126";"35";" 1";" 2";"1";"1";"1";"1444";"1482";"  1";;;"9";"9";;;"6";"H";"52";;;"40";"S";"ly";"  10";"  80";;"C";"O";"31";"o";" 1";"13";;"4";" 6";"7";"X";"X";"X";"X";"5";"X";"1";"0";"7";"9";"9";"9";"51";"613";;;"61120";"G22";"G27";"G42";"G47";"G62";"G67";;;;;"2";"99";;;;"0";;;"W";;;;"c";"4";"4";"4";"3";"2";"3";"A";".";"*";"*";"135";"X";"ni";;;;;;"H";3
67;"Anthoxanthum aristatum";"Slofhak";"Boissier";"Anthoxanthum aristatum Boissier";"ANTHOARI";"126";"35";" 2";" 2";"1";"1";"32";" 385";" 310";"108";;;"6";"6";;;"1";"T";"54";;;"40";"W";"ly";"   4";"  40";;"C";"O";"31";"o";" 1";;"01";"5";" 7";"7";"7";"6";"2";"X";"2";"3";"0";"0";;"9";"9";"9";"13";"303";"2";"13Aa01";"34220";"P67";;;;;;;;;;"1";"99";;;;"0";;;"W";;;;"s";"0";"3";"1";"0";"0";"1";"A";".";"*";".";"1";"X";"sm";;;;;;"H";0
68;"Anthriscus caucalis";"Fijne kervel";"Bieb.";"Anthriscus caucalis Bieb.";"ANTHRCAU";" 83";" 5";" 2";" 2";"1";"1";"12";" 156";" 156";"  1";;;"5";"5";;;"8";"T";"64";;;;;"vm";"  15";"  80";;"C";"A";"41";"o";" 6";;"12";"5";" 6";"7";"8";"6";"2";" 5";"6";"6";"0";"0";;"9";"9";"9";"84";"806";;;;"H63";;;;;;;;;;"1";"99";;;;"0";;;"ID";"IH";;;"s";"+";"4";"2";"+";"1";"2";"A";".";"*";".";"13";"I";"sm";;;;;;"H";0
69;"Anthriscus cerefolium";"Echte kervel";"(L.) Hoffmann";"Anthriscus cerefolium (L.) Hoffmann";"ANTHRCER";" 83";" 5";" 3";" 2";"0";"1";"8";;;"  4";;;;;;;"1+8";"T";"64";;;"34";"S";"vm";"  30";"  60";;"C";"A";"41";"o";" 1";;"01";"5";" 6";"7";"6";"7";"6";" 5";"X";"8";"0";"0";;"9";"9";"9";;;"0";"17Ab01";"35220";;;;;;;;;;;;"14";"30";;;"0";;;"I";;;;;;;;;;;;;;;;;;;;;;;"H";0
70;"Anthriscus sylvestris";"Fluitekruid";"(L.) Hoffmann";"Anthriscus sylvestris (L.) Hoffmann";"ANTHRSYL";" 83";" 5";" 1";" 2";"1";"1";"1";"1239";"1540";"  1";;;"9";"9";;;"6";"H";"64";;;"34";"S";"vm";"  60";" 150";;"C";"A";"41";"o";" 1";"24";"12";"5";" 6";"7";"7";"X";"5";" 5";"X";"8";"0";"0";"7";"9";"9";"9";"82";"609";"0";"38Aa07";"54200";"G47";"G48";"R48";"H47";"H48";;;;;;"2";"99";;;;"0";;;"I";;;;"c";"4";"4";"4";"4";"3";"1";"B";".";"*";".";"13";"A";"sa";;;;;;"H";0
71;"Anthyllis vulneraria";"Wondklaver";"L.";"Anthyllis vulneraria L.";"ANTHYVUL";" 51";"23";" 1";" 2";"1";"1";"12";" 155";" 120";"  1";;;"5";"5";;;"6";"H";"65";;;"40";"S";"vs";"  15";"  60";;"C";"F";"43";"o";" 1";"24";"32/12";"5";" 6";"7";"8";"6";"3";" 3";"7";"2";"0";"0";"4";"9";"9";"9";"63";"608";;;"53213";"G43";"G63";;;;;;;;;"1";"16";;;;"0";;"3";"IH";"IL";;;"c";"2";"4";"4";"2";"2";"3";"A";".";"*";".";"13";"ABM";"al";;;;;;"H";0
72;"Misopates orontium";"Akkerleeuwebek";"(L.) Rafin.";"Misopates orontium (L.) Rafin.";"MISOPORO";"104";" 7";" 1";" 2";"1";"1";"1";" 236";" 128";"  1";;;"6";"5";;;"1";"T";"65";;;"40";"V";"lc";"   8";"  30";;"C";"R/A";"43";"o";" 1";;"01";" 6";"10";"7";"7";"7";"3";" 5";"5";"5";"0";"0";;"9";"9";"9";"13";"302";"0";"12Aa01";"33100";"P47";;;;;;;;;;"1";"99";;;;"0";"+";"3";"IH";;;"Z";"s";"+";"3";"4";"+";"2";"4";"B";".";"*";"*";"13";"EM";"mo";;;;;;"H";0
73;"Apera spica-venti";"Grote windhalm";"(L.) Beauv.";"Apera spica-venti (L.) Beauv.";"APERASPI";"126";"12";" 2";" 2";"1";"1";"1";"1033";" 987";"  1";;;"8";"8";;;"1";"T";"54";;;"40";"W";"ly";"  40";"  90";;"C";"O";"31";"o";" 1";"33";"01";"6";" 8";"7";"6";"6";"4";" 6";"5";"X";"0";"0";;"9";"9";"9";"13";"303";"0";"13A";"34200";"P67";;;;;;;;;;"1";"99";;;;"0";;;"W";;;;"s";"2";"2";"4";"4";"2";"+";"A";".";"*";"*";"13";"X";"sa";;;;;;"H";0
74;"Aphanes arvensis";"Grote leeuweklauw";"L.";"Aphanes arvensis L.";"APHANARV";" 50";"12";" 1";" 2";"1";"1";"1";"  80";"  59";"  1";;;"6";"5";" 544";"  75";"1";"T";"61";;;"40";"W";"ha";"   5";"  20";;"C";"O";"32";"o";;;"32/12";"5";" 8";"7";"6";"6";"2";" 6";"X";"5";"0";"0";;"9";"9";"9";"12";"302";"0";"13Ab";"34210";"P47k";;;;;;;;;;"1";"99";;;;"0";;"3";"I";"A";;"Z";"c";"0";"4";"4";"+";"1";"2";"A";".";"*";".";"13";"M";"sm";;;;;;"H";0
75;"Aphanes inexpectata";"Kleine leeuweklauw";"Lippert";"Aphanes inexpectata Lippert";"APHANINE";" 50";"12";" 2";" 2";"1";"1";"1";"  90";" 137";"  1";;;"7";"6";" 541";"  62";"1";"T";"61";;;"40";"W";"ha";"   5";"  15";;"C";"O";"32";"o";;;"32/12";"5";"13";"7";"7";"7";"2";" 5";"4";"4";"0";"0";;"9";"9";"9";"13";"303";"2";"13Aa01";"34220";"G62";"G67";;;;;;;;;"1";"99";;;;"0";;;"I";;;;"c";"0";"3";"2";"0";"+";"1";"A";".";"*";".";"13";"X";"co";;;;;;"H";0
76;"Apium graveolens";"Selderij";"L.";"Apium graveolens L.";"APIUMGRA";" 83";"25";" 1";" 2";"1";"1";"18";" 237";" 128";"  1";;;"6";"5";;;"2";"H";"65";;;;"S";"vs";"  30";"  90";;"C";"A";"41";"o";" 1";;"32/12?";"7";"13";"8";"9";"6";"2";" 8";"7";"8";"4";"0";;"9";"9";"9";"33";"504";"0";"17Bb04";;"bG20";;;;;;;;;;"1";" 6";" 7";"14";"16";"0";;"3";"ID";;;"Z";"s";"+";"3";"1";"0";"4";"4";"B";".";"*";"*";"13";"CGM";"pl";;;;;;"H";0
77;"Apium inundatum";"Ondergedoken moerasscherm";"(L.) Reichenbach fil.";"Apium inundatum (L.) Reichenbach fil.";"APIUMINU";" 83";"25";" 2";" 2";"1";"1";"1";" 244";" 109";"  1";;;"6";"5";;;"6";"B";"13";;;"20";"S";"vs";"  15";"  60";;"C";"A";"41";"o";" 1";;"12   ?";"6";" 8";"2";"7";"6";"2";"10";"X";"2";"0";"0";;"1";"2";"0";"42";"  6";"3";"05Ca";"14110";"P22";"W12d";;;;;;;;;"1";"99";;;;"0";;"3";"I";;;"Z";"c";"+";"3";"1";"0";"0";"+";"A";".";"*";".";"13";"M";"co";"3";"3";"4";"2";"2";"H";0
78;"Apium nodiflorum";"Groot moerasscherm";"(L.) Lag.";"Apium nodiflorum (L.) Lag.";"APIUMNOD";" 83";"25";" 4";" 2";"1";"1";"1";" 146";" 173";"  1";;;"5";"5";;;"6";"B";"14";;;"20";"S";"vs";"  30";" 100";;"C";"A";"41";"o";" 1";;"12/21";"6";" 9";"2";"7";"8";"3";"10";"X";"6";"1";"0";;"1";"4";"0";"43";"502";"0";"19Ab";"15130";"G27";"G28";"H27";"V17";;;;;;;"2";"99";;;;"0";;;"I1";;;"Z";"m";"0";"2";"1";"0";"1";"2";"A";".";"*";".";"6";"CK";"sm";;;;;;"H";0
79;"Apium repens";"Kruipend moerasscherm";"(Jacquin) Lag.";"Apium repens (Jacquin) Lag.";"APIUMREP";" 83";"25";" 3";" 2";"1";"1";"1";"  35";"   2";"  1";;;"3";"2";;;"6";"B";"14";;;;"S";"vs";"  10";"  30";;"C";"A";"41";"o";" 1";;;"6";"10";"2";"9";"6";"3";" 7=";"7";"7";"1";"0";;"9";"9";"9";"22";"310";"4";"11A";;"P22";;;;;;;;;;"1";"99";;;;"0";"+";"1";"I";;;"Z";"m";"0";"2";"2";"0";"0";"+";"A";".";"*";".";"3";"CM";"sm";;;;;;"H";0
80;"Aquilegia vulgaris";"Wilde akelei";"L.";"Aquilegia vulgaris L.";"AQUILVUL";" 40";"14";" 1";" 2";"1";"1";"14";"  17";"   7";"  1";;;"4";"4";"  65";"  54";"6";"H";"64";;;"40";"S";"vm";"  45";"  60";;"C";"CAR";"43";"o";" 1";;"12";"5";" 7";"7";"6";"6";"4";" 4";"7";"4";"0";"0";"4";"9";"9";"9";"94";"905";"4";"31A";"84000";"H43";;;;;;;;;;"1";"16";;;;"0";"c";"1";"IH";;;"Z";"m";"+";"3";"4";"2";"1";"1";"A";".";"*";".";"123";"ADM";"mo";;;;;;"H";0
81;"Arabidopsis thaliana";"Zandraket";"(L.) Heynhold";"Arabidopsis thaliana (L.) Heynhold";"ARABDTHA";" 44";" 4";" 1";" 2";"1";"1";"1";" 546";"1106";"  1";;;"7";"8";;;"1+8";"T";"64";;;"40";"W";"lw";"   5";"  30";;"C";"A";"43";"o";" 1";"33";"12";"4";" 5";"7";"6";"6";"3";" 4";"4";"4";"0";"0";;"9";"9";"9";"62";"603";"0";"20B";"52120";"P62";"P63";"P67";;;;;;;;"2";"99";;;;"0";;;"I";;;"Z";"c";"2";"4";"4";"3";"3";"3";"A";".";"*";"*";"13";"X";"mo";;;;;;"H";0
82;"Arabis hirsuta subsp. hirsuta";"Ruige scheefkelk s.s.";;"Arabis hirsuta subsp. hirsuta ";"ARABIH-H";" 44";"16";" 3";" 4";"1";"1";"1";"  40";"  29";"  1";;;"4";"3";;;"6+2";"H";"64";;;"40";"S";"lw";"  30";"  90";;"C";"A";"43";"o";" 9";;;"5";" 6";"7";"7";"5";"3";" 4*";"8";"X";"0";"0";"3";"9";"9";"9";"63";"608";;;"53213";"G63";;;;;;;;;;"1";"99";;;;"0";;"3";;;;;;;;;;;;;;;;;;;;;;;;"H";0
83;"Arctium lappa";"Grote klit";"L.";"Arctium lappa L.";"ARCTILAP";"113";"38";" 2";" 2";"1";"1";"1";" 209";" 393";"  1";;;"6";"6";;;"2";"H";"65";;;"40";"S";"ro";"  60";" 150";;"C";"R";"32";"o";" 6";;;"7";" 8";"7";"9";"6";"4";" 5";"7";"9";"0";"0";;"9";"9";"9";"17";"403";"2";"17Aa01";"35110";"R48";;;;;;;;;;"1";"16";;;;"0";;;"IH";"IL";;"Z";"s";"1";"2";"4";"3";"3";"2";"A";".";"*";"*";"35";"E";"mo";;;;;;"H";0
84;"Arctium minus";"Kleine klit";"(Hill) Bernhardi";"Arctium minus (Hill) Bernhardi";"ARCTIMIN";"113";"38";" 3";" 2";"1";"1";"1";"  24";"  12";"  1";;;"3";"3";;;"2";"H";"65";;;"40";"S";"ro";"  60";" 120";;"C";"P";"32";"o";" 6";;;"7";" 9";"7";"9";"5";"3";" 5";"X";"8";"0";"0";;"9";"9";"9";"17";"403";"2";"17Aa02";"35110";"R48";;;;;;;;;;"1";"99";;;;"0";;;"I";;;;"c";"1";"4";"4";"3";"3";"3";"A";".";"*";"*";"3";"A";"mo";;;;;;"H";0
86;"Arctium pubens";"Middelste klit";"Babington";"Arctium pubens Babington";"ARCTIPUB";"113";"38";" 4";" 2";"1";"1";"1";" 902";"1123";"  1";;;"8";"8";;;"2";"H";"65";;;;"S";"ro";"  60";" 150";;"C";"P";"32";"o";" 6";;"03";"7";" 9";"7";;;;;;;;;;"9";"9";"9";"17";"403";"2";"17Aa02";;"R48";"H48";"H69";;;;;;;;"2";"99";;;;"0";;;"IH";"IL";;"Z";"c";"0";"2";"1";"0";"0";"1";"A";".";"*";".";"6";"AC";"mo";;;;;;"H";0
