"originalna";"id";"speciesnam";"vaatplant";"is_gras";"is_boomstruik";"is_dwergstruik";"is_hogeplant";"is_meerjarigkruid";"is_schijngras";"is_jarig";"is_invasieveexoot";"is_mos";"is_lichen";"is_kranswier";"link_bbr";"link_bryoatt";"link_hill";"hoogte_max";"is_bossoort";"l_waarde";"genus_ori";"species_ori";"subspecies_ori";"genus";"species";"subspecies";"specieszonderauteur_ori";"specieszonderauteur";"L_getal";"R_getal";"F_getal";"N_getal";"S_getal";"taxontype_ID"
"Althaea officinalis L.";107;"Althaea officinalis L.";1;0;0;0;1;1;0;0;0;0;0;0;43;;80;150;0;7;"Althaea ";"officinalis";;"Althaea ";"officinalis";;"Althaea officinalis";"Althaea officinalis";7;8;7;4;2;9
"Althaea rosea (stokroos)";108;"Alcea rosea L.";1;0;0;0;1;1;0;0;0;0;0;0;;;;120;0;;"Althaea ";"rosea";;"Alcea ";"rosea";;"Althaea rosea";"Alcea rosea";;;;;;9
"Amaranthus retroflexus L.";109;"Amaranthus retroflexus L.";1;0;0;0;0;0;0;1;0;0;0;0;47;;82;100;0;7;"Amaranthus ";"retroflexus";;"Amaranthus ";"retroflexus";;"Amaranthus retroflexus";"Amaranthus retroflexus";7;7;4;7;0;9
"Amblystegium";110;"Amblystegium";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Amblystegium";;;"Amblystegium";;;"Amblystegium";"Amblystegium";;;;;;12
"Amblystegium riparium (Hedw.) Schimp.";111;"Leptodictyum riparium (Hedw.) Warnst.";0;0;0;0;0;0;0;0;0;1;0;0;2512;611;;;0;99;"Amblystegium ";"riparium";;"Leptodictyum ";"riparium";;"Amblystegium riparium";"Leptodictyum riparium";6;7;9;7;0;9
"Amblystegium serpens (Hedw.) Schimp.";112;"Amblystegium serpens (Hedw.) Schimp.";0;0;0;0;0;0;0;0;0;1;0;0;2515;19;;;0;4;"Amblystegium ";"serpens";;"Amblystegium ";"serpens";;"Amblystegium serpens";"Amblystegium serpens";5;7;6;6;4;9
"Amblystegium varium (Hedw.) Lindb.";113;"Hygroamblystegium varium (Hedw.) Mönk.";0;0;0;0;0;0;0;0;0;1;0;0;2519;21;;;0;6;"Amblystegium ";"varium";;"Hygroamblystegium ";"varium";;"Amblystegium varium";"Hygroamblystegium varium";5;7;9;7;0;9
"Amelanchier";114;"Amelanchier";1;0;1;0;0;0;0;0;0;0;0;0;6026;;;;0;;"Amelanchier";;;"Amelanchier";;;"Amelanchier";"Amelanchier";;;;;;12
"Astragalus glycyphyllos L.";115;"Astragalus glycyphyllos L.";1;0;0;0;1;1;0;0;0;0;0;0;118;;129;120;0;6;"Astragalus ";"glycyphyllos";;"Astragalus ";"glycyphyllos";;"Astragalus glycyphyllos";"Astragalus glycyphyllos";6;7;4;3;0;9
"Athyrium filix-femina (L.) Roth";116;"Athyrium filix-femina (L.) Roth";1;0;0;0;0;1;0;0;0;0;0;0;119;;131;50;1;5;"Athyrium ";"filix-femina";;"Athyrium ";"filix-femina";;"Athyrium filix-femina";"Athyrium filix-femina";5;5;7;6;0;9
"Atrichum";117;"Atrichum";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Atrichum";;;"Atrichum";;;"Atrichum";"Atrichum";;;;;;12
"Atrichum tenellum (Röhl.) Bruch & Schimp.";118;"Atrichum tenellum (Röhl.) Bruch & Schimp.";0;0;0;0;0;0;0;0;0;1;0;0;2538;69;;;0;7;"Atrichum ";"tenellum";;"Atrichum ";"tenellum";;"Atrichum tenellum";"Atrichum tenellum";7;4;8;3;0;9
"Atrichum undulatum (Hedw.) P.Beauv.";119;"Atrichum undulatum (Hedw.) P.Beauv.";0;0;0;0;0;0;0;0;0;1;0;0;2539;70;;;0;4;"Atrichum ";"undulatum";;"Atrichum ";"undulatum";;"Atrichum undulatum";"Atrichum undulatum";4;5;6;5;0;9
"Atriplex";120;"Atriplex";1;0;0;0;0;0;0;1;0;0;0;0;6066;;;;0;;"Atriplex";;;"Atriplex";;;"Atriplex";"Atriplex";;;;;;12
"Atriplex hastata auct. non L.";121;"Atriplex prostrata Boucher ex DC.";1;0;0;0;0;0;0;1;0;0;0;0;121;;141;90;0;8;"Atriplex ";"hastata";;"Atriplex ";"prostrata";;"Atriplex hastata";"Atriplex prostrata";8;7;7;7;2;9
"Atriplex littoralis L.";122;"Atriplex littoralis L.";1;0;0;0;0;0;0;1;0;0;0;0;122;;135;90;0;9;"Atriplex ";"littoralis";;"Atriplex ";"littoralis";;"Atriplex littoralis";"Atriplex littoralis";9;7;6;6;4;9
"Atriplex patula L.";123;"Atriplex patula L.";1;0;0;0;0;0;0;1;0;0;0;0;123;;137;90;0;7;"Atriplex ";"patula";;"Atriplex ";"patula";;"Atriplex patula";"Atriplex patula";7;7;5;7;2;9
"Atriplex pedunculata L.";124;"Halimione pedunculata (L.) Aell.";1;0;0;0;0;0;0;1;0;0;0;0;595;;138;30;0;9;"Atriplex ";"pedunculata";;"Halimione ";"pedunculata";;"Atriplex pedunculata";"Halimione pedunculata";9;7;8;8;5;9
"Atriplex portulacoides L.";125;"Halimione portulacoides (L.) Aell.";1;0;0;0;1;1;0;0;0;0;0;0;596;;139;150;0;9;"Atriplex ";"portulacoides";;"Halimione ";"portulacoides";;"Atriplex portulacoides";"Halimione portulacoides";9;8;8;6;6;9
"Atriplex prostrata Boucher ex DC.";126;"Atriplex prostrata Boucher ex DC.";1;0;0;0;0;0;0;1;0;0;0;0;121;;141;90;0;8;"Atriplex ";"prostrata";;"Atriplex ";"prostrata";;"Atriplex prostrata";"Atriplex prostrata";8;7;7;7;2;9
"Aulacomnium";127;"Aulacomnium";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Aulacomnium";;;"Aulacomnium";;;"Aulacomnium";"Aulacomnium";;;;;;12
"Aulacomnium androgynum (Hedw.) Schwägr.";128;"Aulacomnium androgynum (Hedw.) Schwägr.";0;0;0;0;0;0;0;0;0;1;0;0;2543;73;;;1;4;"Aulacomnium ";"androgynum";;"Aulacomnium ";"androgynum";;"Aulacomnium androgynum";"Aulacomnium androgynum";5;3;6;4;0;9
"Aulacomnium palustre (Hedw.) Schwägr.";129;"Aulacomnium palustre (Hedw.) Schwägr.";0;0;0;0;0;0;0;0;0;1;0;0;2544;74;;;0;7;"Aulacomnium ";"palustre";;"Aulacomnium ";"palustre";;"Aulacomnium palustre";"Aulacomnium palustre";7;3;8;2;0;9
"Avenula pubescens (Huds.) Dum.";130;"Avenula pubescens (Huds.) Dum.";1;1;0;0;0;0;0;0;0;0;0;0;604;;755;90;0;7;"Avenula ";"pubescens";;"Avenula ";"pubescens";;"Avenula pubescens";"Avenula pubescens";7;7;4;3;0;9
"Baeomyces placophyllus Ach.";131;"Baeomyces placophyllus Ach.";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Baeomyces ";"placophyllus";;"Baeomyces ";"placophyllus";;"Baeomyces placophyllus";"Baeomyces placophyllus";;;;;;9
"Baldellia ranunculoides (L.) Parl.";132;"Baldellia ranunculoides (L.) Parl.";1;0;0;0;0;1;0;0;0;0;0;0;429;;163;50;0;8;"Baldellia ";"ranunculoides";;"Baldellia ";"ranunculoides";;"Baldellia ranunculoides";"Baldellia ranunculoides";8;6;10;2;0;9
"Baldellia repens (Lam.) v. Ooststr. ex Lawalrée";133;"Baldellia ranunculoides (L.) Parl. subsp. repens (Lam.) Á. et D. Löve";1;0;0;0;0;1;0;0;0;0;0;0;430;;;20;0;;"Baldellia ";"repens";;"Baldellia ";"ranunculoides";"subsp. repens";"Baldellia repens";"Baldellia ranunculoides subsp. repens";;;;;;22
"Ballota nigra L.";134;"Ballota nigra L.";1;0;0;0;0;1;0;0;0;0;0;0;5030;;164;90;0;7;"Ballota ";"nigra";;"Ballota ";"nigra";;"Ballota nigra";"Ballota nigra";7;8;4;6;0;9
"Barbarea stricta Andrz.";135;"Barbarea stricta Andrz.";1;0;0;0;0;1;0;0;0;0;0;0;131;;166;100;0;8;"Barbarea ";"stricta";;"Barbarea ";"stricta";;"Barbarea stricta";"Barbarea stricta";8;7;7;8;0;9
"Barbarea vulgaris R. Brown";136;"Barbarea vulgaris R. Brown";1;0;0;0;0;1;0;0;0;0;0;0;133;;168;90;0;7;"Barbarea ";"vulgaris";;"Barbarea ";"vulgaris";;"Barbarea vulgaris";"Barbarea vulgaris";7;7;6;8;0;9
"Barbula";137;"Barbula";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Barbula";;;"Barbula";;;"Barbula";"Barbula";;;;;;12
"Barbula convoluta Hedw.";138;"Barbula convoluta Hedw.";0;0;0;0;0;0;0;0;0;1;0;0;2547;84;;;0;8;"Barbula ";"convoluta";;"Barbula ";"convoluta";;"Barbula convoluta";"Barbula convoluta";7;7;4;5;0;9
"Barbula revoluta Brid.";139;"Pseudocrossidium revolutum (Brid.) R.H.Zander";0;0;0;0;0;0;0;0;0;1;0;0;2554;861;;;0;9;"Barbula ";"revoluta";;"Pseudocrossidium ";"revolutum";;"Barbula revoluta";"Pseudocrossidium revolutum";6;8;3;3;0;9
"Bebladerd levermos";140;;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;
"Bellis perennis L.";141;"Bellis perennis L.";1;0;0;0;0;1;0;0;0;0;0;0;135;;170;15;0;8;"Bellis ";"perennis";;"Bellis ";"perennis";;"Bellis perennis";"Bellis perennis";8;6;5;4;0;9
"Berula erecta (Huds.) Coville";142;"Berula erecta (Huds.) Coville";1;0;0;0;0;1;0;0;0;0;0;0;1215;;172;60;0;7;"Berula ";"erecta";;"Berula ";"erecta";;"Berula erecta";"Berula erecta";7;7;10;7;0;9
"Beta vulgaris subsp. maritima (L.) Arcang.";143;"Beta vulgaris L. subsp. maritima (L.) Arcang.";1;0;0;0;0;1;0;0;0;0;0;0;138;;;80;0;9;"Beta ";"vulgaris";"subsp. maritima";"Beta ";"vulgaris";"subsp. maritima";"Beta vulgaris subsp. maritima";"Beta vulgaris subsp. maritima";9;7;;9;5;22
"Betula";144;"Betula";1;0;1;0;0;0;0;0;0;0;0;0;6077;;;;0;;"Betula";;;"Betula";;;"Betula";"Betula";;;;;;12
"Betula alba L.";145;"Betula pubescens Ehrh.";1;0;1;0;0;0;0;0;0;0;0;0;139;;176;2000;0;7;"Betula ";"alba";;"Betula ";"pubescens";;"Betula alba";"Betula pubescens";7;4;7;4;0;9
"Betula pendula Roth";146;"Betula pendula Roth";1;0;1;0;0;0;0;0;0;0;0;0;140;;175;3000;0;7;"Betula ";"pendula";;"Betula ";"pendula";;"Betula pendula";"Betula pendula";7;4;5;4;0;9
"Betula pubescens Ehrh.";147;"Betula pubescens Ehrh.";1;0;1;0;0;0;0;0;0;0;0;0;139;;176;2000;0;7;"Betula ";"pubescens";;"Betula ";"pubescens";;"Betula pubescens";"Betula pubescens";7;4;7;4;0;9
"Betula verrucosa Ehrh.";148;"Betula pendula Roth";1;0;1;0;0;0;0;0;0;0;0;0;140;;175;3000;0;7;"Betula ";"verrucosa";;"Betula ";"pendula";;"Betula verrucosa";"Betula pendula";7;4;5;4;0;9
"Bidens";149;"Bidens";1;0;0;0;0;0;0;1;0;0;0;0;6078;;;;0;;"Bidens";;;"Bidens";;;"Bidens";"Bidens";;;;;;12
"Bidens cernua L.";150;"Bidens cernua L.";1;0;0;0;0;0;0;1;0;0;0;0;141;;177;90;0;8;"Bidens ";"cernua";;"Bidens ";"cernua";;"Bidens cernua";"Bidens cernua";8;7;9;7;0;9
"Bidens connata Muhlenb. ex Willd.";151;"Bidens connata Muhlenb. ex Willd.";1;0;0;0;0;0;0;1;0;0;0;0;142;;;100;0;8;"Bidens ";"connata";;"Bidens ";"connata";;"Bidens connata";"Bidens connata";8;7;;9;0;9
"Bidens frondosa L.";152;"Bidens frondosa L.";1;0;0;0;0;0;0;1;1;0;0;0;143;;;100;0;7;"Bidens ";"frondosa";;"Bidens ";"frondosa";;"Bidens frondosa";"Bidens frondosa";7;7;8;8;0;9
"Bidens tripartita L.";153;"Bidens tripartita L.";1;0;0;0;0;0;0;1;0;0;0;0;144;;178;90;0;8;"Bidens ";"tripartita";;"Bidens ";"tripartita";;"Bidens tripartita";"Bidens tripartita";8;7;8;7;0;9
"Blackstonia perfoliata (L.) Huds.";154;"Blackstonia perfoliata (L.) Huds.";1;0;0;0;0;0;0;1;0;0;0;0;2336;;179;40;0;8;"Blackstonia ";"perfoliata";;"Blackstonia ";"perfoliata";;"Blackstonia perfoliata";"Blackstonia perfoliata";8;8;5;2;0;9
"Bladmos spec";155;;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;
"Blechnum spicant (L.) Roth";156;"Blechnum spicant (L.) Roth";1;0;0;0;0;1;0;0;0;0;0;0;146;;180;65;1;5;"Blechnum ";"spicant";;"Blechnum ";"spicant";;"Blechnum spicant";"Blechnum spicant";5;3;6;3;0;9
"Bleekbruin mos";157;;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;;;;;;;;;;;;;;
"Botrychium lunaria (L.) Swartz";158;"Botrychium lunaria (L.) Swartz";1;0;0;0;0;1;0;0;0;0;0;0;148;;184;25;0;8;"Botrychium ";"lunaria";;"Botrychium ";"lunaria";;"Botrychium lunaria";"Botrychium lunaria";8;6;4;2;0;9
"Brachypodium sylvaticum (Huds.) Beauv.";159;"Brachypodium sylvaticum (Huds.) Beauv.";1;1;0;0;0;0;0;0;0;0;0;0;151;;186;120;1;6;"Brachypodium ";"sylvaticum";;"Brachypodium ";"sylvaticum";;"Brachypodium sylvaticum";"Brachypodium sylvaticum";6;6;5;5;0;9
"Brachythecium";160;"Brachythecium";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Brachythecium";;;"Brachythecium";;;"Brachythecium";"Brachythecium";;;;;;12
"Brachythecium albicans (Hedw.) Schimp.";161;"Brachythecium albicans (Hedw.) Schimp.";0;0;0;0;0;0;0;0;0;1;0;0;2561;100;;;0;9;"Brachythecium ";"albicans";;"Brachythecium ";"albicans";;"Brachythecium albicans";"Brachythecium albicans";8;6;3;3;0;9
"Brachythecium mildeanum (Schimp.) Schimp.";162;"Brachythecium mildeanum (Schimp.) Schimp.";0;0;0;0;0;0;0;0;0;1;0;0;2569;104;;;0;8;"Brachythecium ";"mildeanum";;"Brachythecium ";"mildeanum";;"Brachythecium mildeanum";"Brachythecium mildeanum";8;6;6;4;2;9
"Brachythecium rivulare Schimp.";163;"Brachythecium rivulare Schimp.";0;0;0;0;0;0;0;0;0;1;0;0;2566;108;;;1;4;"Brachythecium ";"rivulare";;"Brachythecium ";"rivulare";;"Brachythecium rivulare";"Brachythecium rivulare";6;6;8;5;0;9
"Brachythecium rutabulum (Hedw.) Schimp.";164;"Brachythecium rutabulum (Hedw.) Schimp.";0;0;0;0;0;0;0;0;0;1;0;0;2567;109;;;0;5;"Brachythecium ";"rutabulum";;"Brachythecium ";"rutabulum";;"Brachythecium rutabulum";"Brachythecium rutabulum";6;6;6;6;0;9
"Brachythecium salebrosum (Hoffm. ex F.Weber & D.Mohr) Schimp.";165;"Brachythecium salebrosum (Hoffm. ex F.Weber & D.Mohr) Schimp.";0;0;0;0;0;0;0;0;0;1;0;0;2570;110;;;0;5;"Brachythecium ";"salebrosum";;"Brachythecium ";"salebrosum";;"Brachythecium salebrosum";"Brachythecium salebrosum";5;6;6;5;0;9
"Brassica";166;"Brassica";1;0;0;0;0;0;0;1;0;0;0;0;6084;;;;0;;"Brassica";;;"Brassica";;;"Brassica";"Brassica";;;;;;12
"Brassica napus L.";167;"Brassica napus L.";1;0;0;0;0;0;0;1;0;0;0;0;1802;;187;120;0;7;"Brassica ";"napus";;"Brassica ";"napus";;"Brassica napus";"Brassica napus";7;7;4;7;0;9
"Brassica nigra (L.) Koch";168;"Brassica nigra (L.) Koch";1;0;0;0;0;0;0;1;0;0;0;0;152;;188;120;0;8;"Brassica ";"nigra";;"Brassica ";"nigra";;"Brassica nigra";"Brassica nigra";8;7;5;6;0;9
"Brassica oleracea L.";169;"Brassica oleracea L.";1;0;0;0;0;0;0;1;0;0;0;0;1803;;189;120;0;8;"Brassica ";"oleracea";;"Brassica ";"oleracea";;"Brassica oleracea";"Brassica oleracea";8;7;4;8;3;9
"Brassica rapa L.";170;"Brassica rapa L.";1;0;0;0;0;0;0;1;0;0;0;0;1804;;190;80;0;7;"Brassica ";"rapa";;"Brassica ";"rapa";;"Brassica rapa";"Brassica rapa";7;7;5;6;0;9
"Briza media L.";171;"Briza media L.";1;1;0;0;0;0;0;0;0;0;0;0;153;;192;50;0;8;"Briza ";"media";;"Briza ";"media";;"Briza media";"Briza media";8;7;5;3;0;9
"Bromus erectus Huds.";172;"Bromus erectus Huds.";1;1;0;0;0;0;0;0;0;0;0;0;157;;195;100;0;7;"Bromus ";"erectus";;"Bromus ";"erectus";;"Bromus erectus";"Bromus erectus";7;8;4;3;0;9
"Bromus hordeaceus auct. non L.";173;"Bromus thominei Hardouin";1;1;0;0;0;0;0;1;0;0;0;0;158;;;15;0;8;"Bromus ";"hordeaceus";;"Bromus ";"thominei";;"Bromus hordeaceus";"Bromus thominei";8;4;4;2;1;9
"Bromus hordeaceus groep";174;"Bromus hordeaceus groep";1;1;0;0;0;0;0;1;0;0;0;0;2337;;;100;0;7;"Bromus ";"hordeaceus";"groep";"Bromus ";"hordeaceus";"groep";"Bromus hordeaceus groep";"Bromus hordeaceus groep";7;;;3;1;5
"Bromus hordeaceus L.";175;"Bromus hordeaceus L.";1;1;0;0;0;0;0;1;0;0;0;0;2337;;199;100;0;8;"Bromus ";"hordeaceus";;"Bromus ";"hordeaceus";;"Bromus hordeaceus";"Bromus hordeaceus";8;7;4;4;0;9
"Bromus hordeaceus subsp. hordeaceus";176;"Bromus hordeaceus L.";1;1;0;0;0;0;0;1;0;0;0;0;2337;;199;100;0;8;"Bromus ";"hordeaceus";"subsp. hordeaceus";"Bromus ";"hordeaceus";;"Bromus hordeaceus subsp. hordeaceus";"Bromus hordeaceus";8;7;4;4;0;9
"Bromus mollis L.";177;"Bromus hordeaceus L.";1;1;0;0;0;0;0;1;0;0;0;0;2337;;199;100;0;8;"Bromus ";"mollis";;"Bromus ";"hordeaceus";;"Bromus mollis";"Bromus hordeaceus";8;7;4;4;0;9
"Bromus racemosus groep";178;"Bromus racemosus groep";1;1;0;0;0;0;0;1;0;0;0;0;160;;;70;0;8;"Bromus ";"racemosus";"groep";"Bromus ";"racemosus";"groep";"Bromus racemosus groep";"Bromus racemosus groep";8;7;4;5;0;5
"Bromus racemosus L.";179;"Bromus racemosus L.";1;1;0;0;0;0;0;1;0;0;0;0;1610;;200;90;0;6;"Bromus ";"racemosus";;"Bromus ";"racemosus";;"Bromus racemosus";"Bromus racemosus";6;7;6;8;0;9
"Bromus racemosus subsp. commutatus (Schrad.) Syme";180;"Bromus commutatus Schrad.";1;1;0;0;0;0;0;1;0;0;0;0;156;;198;90;0;7;"Bromus ";"racemosus";"subsp. commutatus";"Bromus ";"commutatus";;"Bromus racemosus subsp. commutatus";"Bromus commutatus";7;8;4;6;0;9
"Bromus ramosus Huds.";181;"Bromus ramosus Huds.";1;1;0;0;1;0;0;0;0;0;0;0;2432;;;150;0;;"Bromus ";"ramosus";;"Bromus ";"ramosus";;"Bromus ramosus";"Bromus ramosus";;;;;;9
"Bromus secalinus L.";182;"Bromus secalinus L.";1;1;0;0;0;0;0;1;0;0;0;0;164;;;100;0;6;"Bromus ";"secalinus";;"Bromus ";"secalinus";;"Bromus secalinus";"Bromus secalinus";6;5;;;0;9
"Bromus sterilis L.";183;"Bromus sterilis L.";1;1;0;0;0;0;0;1;0;0;0;0;165;;95;120;0;7;"Bromus ";"sterilis";;"Bromus ";"sterilis";;"Bromus sterilis";"Bromus sterilis";7;8;5;7;0;9
"Bromus thominei Hardouin";184;"Bromus thominei Hardouin";1;1;0;0;0;0;0;1;0;0;0;0;158;;;15;0;8;"Bromus ";"thominei";;"Bromus ";"thominei";;"Bromus thominei";"Bromus thominei";8;4;4;2;1;9
"Bryonia cretica L. subsp. dioica (Jacq.) Tutin";185;"Bryonia dioica Jacq.";1;0;0;0;1;1;0;0;0;0;0;0;167;;202;400;0;7;"Bryonia ";"cretica";"subsp. dioica";"Bryonia ";"dioica";;"Bryonia cretica subsp. dioica";"Bryonia dioica";7;7;5;7;0;9
"Bryonia dioica Jacq.";186;"Bryonia dioica Jacq.";1;0;0;0;1;1;0;0;0;0;0;0;167;;202;400;0;7;"Bryonia ";"dioica";;"Bryonia ";"dioica";;"Bryonia dioica";"Bryonia dioica";7;7;5;7;0;9
"Bryum";187;"Bryum";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Bryum";;;"Bryum";;;"Bryum";"Bryum";;;;;;12
"Bryum algovicum Sendtn. ex Müll.Hal.";188;"Bryum algovicum Sendtn. ex Müll.Hal.";0;0;0;0;0;0;0;0;0;1;0;0;2576;118;;;0;8;"Bryum ";"algovicum";;"Bryum ";"algovicum";;"Bryum algovicum";"Bryum algovicum";9;7;6;4;2;9
"Bryum argenteum Hedw.";189;"Bryum argenteum Hedw.";0;0;0;0;0;0;0;0;0;1;0;0;2577;122;;;0;7;"Bryum ";"argenteum";;"Bryum ";"argenteum";;"Bryum argenteum";"Bryum argenteum";8;6;4;7;0;9
"Bryum caespiticium Hedw.";190;"Bryum caespiticium Hedw.";0;0;0;0;0;0;0;0;0;1;0;0;2582;124;;;0;8;"Bryum ";"caespiticium";;"Bryum ";"caespiticium";;"Bryum caespiticium";"Bryum caespiticium";7;6;4;5;0;9
"Bryum pallens Sw. ex anon.";191;"Bryum pallens Sw. ex anon.";0;0;0;0;0;0;0;0;0;1;0;0;2601;152;;;0;;"Bryum ";"pallens";;"Bryum ";"pallens";;"Bryum pallens";"Bryum pallens";7;6;7;4;0;9
"Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al.";192;"Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al.";0;0;0;0;0;0;0;0;0;1;0;0;2603;154;;;0;7;"Bryum ";"pseudotriquetrum";;"Bryum ";"pseudotriquetrum";;"Bryum pseudotriquetrum";"Bryum pseudotriquetrum";8;6;9;3;0;9
"Bryum species";193;"Bryum";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Bryum ";;;"Bryum";;;"Bryum ";"Bryum";;;;;;12
"Buddleja davidii Franch.";194;"Buddleja davidii Franch.";1;0;1;0;0;0;0;0;1;0;0;0;5032;;203;250;0;7;"Buddleja ";"davidii";;"Buddleja ";"davidii";;"Buddleja davidii";"Buddleja davidii";7;7;5;5;0;9
"Bupleurum tenuissimum L.";195;"Bupleurum tenuissimum L.";1;0;0;0;0;0;0;1;0;0;0;0;170;;207;60;0;9;"Bupleurum ";"tenuissimum";;"Bupleurum ";"tenuissimum";;"Bupleurum tenuissimum";"Bupleurum tenuissimum";9;8;7;4;3;9
"Butomus umbellatus L.";196;"Butomus umbellatus L.";1;0;0;0;1;1;0;0;0;0;0;0;171;;208;150;0;7;"Butomus ";"umbellatus";;"Butomus ";"umbellatus";;"Butomus umbellatus";"Butomus umbellatus";7;7;10;7;0;9
"Cakile maritima Scop.";197;"Cakile maritima Scop.";1;0;0;0;0;0;0;1;0;0;0;0;172;;210;60;0;9;"Cakile ";"maritima";;"Cakile ";"maritima";;"Cakile maritima";"Cakile maritima";9;7;6;7;3;9
"Calamagrostis";198;"Calamagrostis";1;1;0;0;1;0;0;0;0;0;0;0;6094;;;;0;;"Calamagrostis";;;"Calamagrostis";;;"Calamagrostis";"Calamagrostis";;;;;;12
"Calamagrostis arundinacea (L.) Roth";199;"Calamagrostis arundinacea (L.) Roth";1;1;0;0;1;0;0;0;0;0;0;0;;;;150;0;;"Calamagrostis ";"arundinacea";;"Calamagrostis ";"arundinacea";;"Calamagrostis arundinacea";"Calamagrostis arundinacea";;;;;;9
"Calamagrostis canescens (Weber) Roth";200;"Calamagrostis canescens (Weber) Roth";1;1;0;0;1;0;0;0;0;0;0;0;173;;211;150;0;7;"Calamagrostis ";"canescens";;"Calamagrostis ";"canescens";;"Calamagrostis canescens";"Calamagrostis canescens";7;7;9;5;0;9
"Calamagrostis epigejos (L.) Roth";201;"Calamagrostis epigejos (L.) Roth";1;1;0;0;1;0;0;0;0;0;0;0;174;;212;200;0;7;"Calamagrostis ";"epigejos";;"Calamagrostis ";"epigejos";;"Calamagrostis epigejos";"Calamagrostis epigejos";7;7;7;6;0;9
"Calamagrostis lanceolata Roth";202;"Calamagrostis canescens (Weber) Roth";1;1;0;0;1;0;0;0;0;0;0;0;173;;211;150;0;7;"Calamagrostis ";"lanceolata";;"Calamagrostis ";"canescens";;"Calamagrostis lanceolata";"Calamagrostis canescens";7;7;9;5;0;9
"Calla palustris L.";203;"Calla palustris L.";1;0;0;0;0;1;0;0;0;0;0;0;178;;;30;0;6;"Calla ";"palustris";;"Calla ";"palustris";;"Calla palustris";"Calla palustris";6;6;;4;0;9
"Calliergon cordifolium (Hedw.) Kindb.";204;"Calliergon cordifolium (Hedw.) Kindb.";0;0;0;0;0;0;0;0;0;1;0;0;2619;177;;;0;6;"Calliergon ";"cordifolium";;"Calliergon ";"cordifolium";;"Calliergon cordifolium";"Calliergon cordifolium";5;4;10;5;0;9
"Calliergon giganteum (Schimp.) Kindb.";205;"Calliergon giganteum (Schimp.) Kindb.";0;0;0;0;0;0;0;0;0;1;0;0;2621;178;;;0;8;"Calliergon ";"giganteum";;"Calliergon ";"giganteum";;"Calliergon giganteum";"Calliergon giganteum";7;6;10;3;0;9
"Calliergon stramineum";206;"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";0;0;0;0;0;0;0;0;0;1;0;0;2623;180;;;0;8;"Calliergon ";"stramineum";;"Straminergon ";"stramineum";;"Calliergon stramineum";"Straminergon stramineum";7;3;9;2;0;9
"Calliergon stramineum (Brid.) Kindb.";207;"Straminergon stramineum (Dicks. ex Brid.) Hedenäs";0;0;0;0;0;0;0;0;0;1;0;0;2623;180;;;0;8;"Calliergon ";"stramineum";;"Straminergon ";"stramineum";;"Calliergon stramineum";"Straminergon stramineum";7;3;9;2;0;9
"Calliergonella";208;"Calliergonella";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Calliergonella";;;"Calliergonella";;;"Calliergonella";"Calliergonella";;;;;;12
"Calliergonella cuspidata (Hedw.) Loeske";209;"Calliergonella cuspidata (Hedw.) Loeske";0;0;0;0;0;0;0;0;0;1;0;0;2620;182;;;0;8;"Calliergonella ";"cuspidata";;"Calliergonella ";"cuspidata";;"Calliergonella cuspidata";"Calliergonella cuspidata";7;7;7;4;0;9
"Callitriche";210;"Callitriche";1;0;0;0;0;1;0;0;0;0;0;0;6097;;;;0;;"Callitriche";;;"Callitriche";;;"Callitriche";"Callitriche";;;;;;12
"Callitriche hamulata Kütz. ex Koch";211;"Callitriche hamulata Kütz. ex Koch";1;0;0;0;0;1;0;0;0;0;0;0;180;;218;80;0;7;"Callitriche ";"hamulata";;"Callitriche ";"hamulata";;"Callitriche hamulata";"Callitriche hamulata";7;6;10;5;0;9
"Callitriche obtusangula Le Gall";212;"Callitriche obtusangula Le Gall";1;0;0;0;0;1;0;0;0;0;0;0;182;;220;60;0;7;"Callitriche ";"obtusangula";;"Callitriche ";"obtusangula";;"Callitriche obtusangula";"Callitriche obtusangula";7;7;11;6;1;9
"Callitriche palustris L.";213;"Callitriche palustris L.";1;0;0;0;0;1;0;0;0;0;0;0;183;;;30;0;6;"Callitriche ";"palustris";;"Callitriche ";"palustris";;"Callitriche palustris";"Callitriche palustris";6;5;11;4;0;9
