"scientname_hill";"scientname_belgium";"status";"BRC";"LO";"LOopm";"L";"Lopm";"FO";"FOopm";"F";"Fopm";"RO";"ROopm";"R";"Ropm";"NO";"NOopm";"N";"Nopm";"SO";"SOopm";"S";"Sopm";"LOtext";"Ltext";"Ltexts";"FOtext";"Ftext";"Ftexts";"ROtext";"Rtext";"Rtexts";"NOtext";"Ntext";"Ntexts";"SOtext";"Stext";"Stexts";"Id_Hill"
"Dipsacus fullonum";"Dipsacus fullonum L.";;"646.1";9,00;;8,00;;6,00;;7,00;;8,00;;7,00;;7,00;;7,00;;0,00;;0,00;;"9";8,00;;"6";7,00;;"8";7,00;;"7";7,00;;"0";0,00;;494
"Dipsacus pilosus";"Dipsacus pilosus L.";;"647";7,00;;7,00;"°";6,00;;6,00;"°";8,00;;8,00;"°";7,00;;7,00;"°";0,00;;0,00;"°";"7";7,00;"3";"6";6,00;"3";"8";8,00;"3";"7";7,00;"3";"0";0,00;"3";495
"Disphyma crassifolium";;1,00;"2387";;"–";9,00;"+";;"–";3,00;"+";;"–";4,00;"+";;"–";5,00;"+";;"–";3,00;"+";"–";9,00;"+";"–";3,00;"+";"–";4,00;"+";"–";5,00;"+";"–";3,00;"+";496
"Doronicum pardalianches";"Doronicum pardalianches L.";1,00;"648";4,00;;4,00;"°";5,00;;5,00;"°";7,00;;6,00;"+";6,00;;5,00;"+";0,00;;0,00;"°";"4";4,00;"3";"5";5,00;"3";"7";6,00;"+";"6";5,00;"+";"0";0,00;"3";497
"Draba aizoides";"Draba aizoides L.";;"650";8,00;;8,00;;3,00;;4,00;;9,00;;9,00;"+";1,00;;3,00;"!";0,00;;0,00;;"8";8,00;;"3";4,00;;"9";9,00;"+";"1";3,00;"7";"0";0,00;;498
"Draba incana";;;"651";;"–";8,00;"+";;"–";5,00;;;"–";7,00;;;"–";2,00;;;"–";0,00;;"–";8,00;"+";"–";5,00;;"–";7,00;;"–";2,00;;"–";0,00;;499
"Draba muralis";"Draba muralis L.";;"652";7,00;;7,00;"+";5,00;;6,00;;8,00;;7,00;;6,00;;6,00;;0,00;;0,00;;"7";7,00;"+";"5";6,00;;"8";7,00;;"6";6,00;;"0";0,00;;500
"Draba norvegica";;;"653";;"–";8,00;;;"–";5,00;;;"–";7,00;"+";;"–";3,00;;;"–";0,00;;"–";8,00;;"–";5,00;;"–";7,00;"+";"–";3,00;;"–";0,00;;501
"Drosera intermedia";"Drosera intermedia Hayne";;"655";9,00;;8,00;;9,00;;9,00;;2,00;;2,00;;2,00;;1,00;;0,00;;0,00;;"9";8,00;;"9";9,00;;"2";2,00;;"2";1,00;;"0";0,00;;502
"Drosera longifolia";"Drosera longifolia L.";;"654";8,00;;8,00;;9,00;;9,00;;3,00;;2,00;;2,00;;1,00;;0,00;;0,00;;"8";8,00;;"9";9,00;;"3";2,00;;"2";1,00;;"0";0,00;;503
"Drosera rotundifolia";"Drosera rotundifolia L.";;"657";8,00;;8,00;;9,00;;9,00;;1,00;;2,00;;1,00;;1,00;;0,00;;0,00;;"8";8,00;;"9";9,00;;"1";2,00;;"1";1,00;;"0";0,00;;504
"Dryas octopetala";;;"658";9,00;;8,00;;4,00;;4,00;;8,00;;7,00;;4,00;;2,00;"+";0,00;;0,00;;"9";8,00;;"4";4,00;;"8";7,00;;"4";2,00;"+";"0";0,00;;505
"Dryopteris aemula";;;"660";;"–";5,00;;;"–";6,00;;;"–";2,00;;;"–";3,00;;;"–";0,00;;"–";5,00;;"–";6,00;;"–";2,00;;"–";3,00;;"–";0,00;;506
"Dryopteris affinis";"Dryopteris affinis (Lowe) Fraser-Jenkins";;"662";3,00;;5,00;"!";6,00;;6,00;;5,00;;5,00;;6,00;;5,00;;0,00;;0,00;;"3";5,00;"7";"6";6,00;;"5";5,00;;"6";5,00;;"0";0,00;;507
"Dryopteris carthusiana";"Dryopteris carthusiana (Vill.) H.P. Fuchs";;"666";5,00;;6,00;;;"•";8,00;;4,00;;5,00;;3,00;;4,00;;0,00;;0,00;;"5";6,00;;"•";8,00;;"4";5,00;;"3";4,00;;"0";0,00;;508
"Dryopteris cristata";"Dryopteris cristata (L.) A. Gray";;"663";4,00;;6,00;"!";9,00;;9,00;"+";5,00;;4,00;;6,00;;4,00;"!";0,00;;0,00;;"4";6,00;"7";"9";9,00;"+";"5";4,00;;"6";4,00;"7";"0";0,00;;509
"Dryopteris dilatata";"Dryopteris dilatata (Hoffmann) A. Gray";;"661";4,00;;5,00;;6,00;;6,00;;;"•";4,00;;7,00;;5,00;"!";0,00;;0,00;;"4";5,00;;"6";6,00;;"•";4,00;;"7";5,00;"7";"0";0,00;;510
"Dryopteris expansa";"Dryopteris expansa (C. Presl) Fraser-Jenkins et Jermy";;"2274";4,00;;7,00;"*";6,00;;6,00;;2,00;;3,00;;2,00;;2,00;;0,00;;0,00;;"4";7,00;"Q";"6";6,00;;"2";3,00;;"2";2,00;;"0";0,00;;511
"Dryopteris filix-mas";"Dryopteris filix-mas (L.) Schott";;"665";3,00;;5,00;"+";5,00;;6,00;;5,00;;5,00;;6,00;;5,00;;0,00;;0,00;;"3";5,00;"+";"5";6,00;;"5";5,00;;"6";5,00;;"0";0,00;;512
"Dryopteris oreades";;;"659";;"–";7,00;;;"–";5,00;;;"–";2,00;"+";;"–";2,00;"+";;"–";0,00;;"–";7,00;;"–";5,00;;"–";2,00;"+";"–";2,00;"+";"–";0,00;;513
"Dryopteris submontana";;;"667";9,00;;8,00;"+";5,00;;5,00;"°";9,00;;9,00;"°";3,00;;3,00;"°";0,00;;0,00;"°";"9";8,00;"+";"5";5,00;"3";"9";9,00;"3";"3";3,00;"3";"0";0,00;"3";514
"Echium plantagineum";"Echium plantagineum L.";;"669";;"–";9,00;"+";;"–";3,00;"+";;"–";5,00;"+";;"–";5,00;"+";;"–";0,00;;"–";9,00;"+";"–";3,00;"+";"–";5,00;"+";"–";5,00;"+";"–";0,00;;515
"Echium vulgare";"Echium vulgare L.";;"670";9,00;;8,00;;4,00;;4,00;;8,00;;7,00;;4,00;;4,00;;0,00;;1,00;;"9";8,00;;"4";4,00;;"8";7,00;;"4";4,00;;"0";1,00;;516
"Elatine hexandra";"Elatine hexandra (Lapierre) DC.";;"671";8,00;;7,00;;9,00;;10,00;"+";3,00;;5,00;"!";2,00;;4,00;"+";0,00;;0,00;;"8";7,00;;"9";1,00;"+";"3";5,00;"7";"2";4,00;"+";"0";0,00;;517
"Elatine hydropiper";"Elatine hydropiper L.";;"672";8,00;;7,00;;8,00;;10,00;"+";2,00;;5,00;"+";3,00;;5,00;"!";;"•";0,00;"+";"8";7,00;;"8";1,00;"+";"2";5,00;"+";"3";5,00;"7";"•";0,00;"+";518
"Eleocharis acicularis";"Eleocharis acicularis (L.) Roem. et Schult.";;"673";7,00;;7,00;;10,00;;10,00;"+";;"•";7,00;;2,00;;5,00;"*";0,00;;1,00;;"7";7,00;;"10";1,00;"+";"•";7,00;;"2";5,00;"Q";"0";1,00;;519
"Eleocharis austriaca";;;"2267";;"–";8,00;"+";;"–";10,00;"+";;"–";5,00;"+";;"–";5,00;"+";;"–";0,00;;"–";8,00;"+";"–";1,00;"+";"–";5,00;"+";"–";5,00;"+";"–";0,00;;520
"Eleocharis multicaulis";"Eleocharis multicaulis (Smith) Desv.";;"674";8,00;;8,00;;10,00;;10,00;"*";;"•";4,00;;2,00;;1,00;;1,00;;0,00;;"8";8,00;;"10";1,00;"0";"•";4,00;;"2";1,00;;"1";0,00;;521
"Eleocharis palustris";"Eleocharis palustris (L.) Roem. et Schult.";;"675";8,00;;8,00;;10,00;;10,00;"*";;"•";6,00;;;"•";4,00;;0,00;;1,00;;"8";8,00;;"10";1,00;"0";"•";6,00;;"•";4,00;;"0";1,00;;522
"Eleocharis parvula";"Eleocharis parvula (Roem. et Schult.) Link ex Bluff, Nees et Schauer";;"676";7,00;;6,00;;10,00;;10,00;"+";7,00;;7,00;"+";5,00;;5,00;;1,00;;3,00;"+";"7";6,00;;"10";1,00;"+";"7";7,00;"+";"5";5,00;;"1";3,00;"+";523
"Eleocharis quinqueflora";"Eleocharis quinqueflora (F.X. Hartm.) O. Schwartz";;"677";8,00;;9,00;;9,00;;9,00;;7,00;;7,00;;2,00;;2,00;;1,00;;0,00;"+";"8";9,00;;"9";9,00;;"7";7,00;;"2";2,00;;"1";0,00;"+";524
"Eleocharis uniglumis";"Eleocharis uniglumis (Link) Schult.";;"678";7,00;;8,00;;10,00;;9,00;;7,00;;7,00;;5,00;;4,00;;5,00;;3,00;"+";"7";8,00;;"10";9,00;;"7";7,00;;"5";4,00;;"5";3,00;"+";525
"Eleogiton fluitans";"Scirpus fluitans L.";;"679";8,00;;8,00;"+";10,00;;10,00;"*";3,00;;4,00;;2,00;;2,00;;0,00;;0,00;;"8";8,00;"+";"10";1,00;"1";"3";4,00;;"2";2,00;;"0";0,00;;526
"Elodea canadensis";"Elodea canadensis Michaux";1,00;"681";7,00;;7,00;;12,00;;12,00;"+";7,00;;7,00;;7,00;;6,00;;0,00;;0,00;"+";"7";7,00;;"12";1,00;"+";"7";7,00;;"7";6,00;;"0";0,00;"+";527
"Elodea nuttallii";"Elodea nuttallii (Planch.) St John";1,00;"997";7,00;;6,00;;12,00;;12,00;"*";;"•";7,00;;7,00;;7,00;;0,00;;1,00;;"7";6,00;;"12";1,00;"2";"•";7,00;;"7";7,00;;"0";1,00;;528
"Elymus caninus";"Elymus caninus (L.) L.";;"7006";6,00;;7,00;;6,00;;6,00;;7,00;;7,00;;8,00;;8,00;;0,00;;0,00;;"6";7,00;;"6";6,00;;"7";7,00;;"8";8,00;;"0";0,00;;529
"Elytrigia atherica";"Elymus athericus (Link) Kerguélen";;"32";9,00;;9,00;;5,00;;6,00;;7,00;;7,00;;5,00;;6,00;;6,00;;4,00;"+";"9";9,00;;"5";6,00;;"7";7,00;;"5";6,00;;"6";4,00;"+";530
"Elytrigia juncea";"Elymus farctus (Viv.) Runemark ex Melderis subsp. boreoatlanticus (Simonet et Guinochet) Melderis";;"28";9,00;;9,00;;6,00;;5,00;;7,00;;7,00;;7,00;;6,00;;7,00;;3,00;"*";"9";9,00;;"6";5,00;;"7";7,00;;"7";6,00;;"7";3,00;"Q";531
"Elytrigia repens";"Elymus repens (L.) Gould";;"33";7,00;;7,00;;;"•";5,00;;;"•";7,00;;7,00;;7,00;;0,00;;2,00;"+";"7";7,00;;"•";5,00;;"•";7,00;;"7";7,00;;"0";2,00;"+";532
"Empetrum nigrum";"Empetrum nigrum L.";;"684";7,00;;7,00;;6,00;;6,00;;;"•";2,00;;2,00;;1,00;;0,00;;0,00;;"7";7,00;;"6";6,00;;"•";2,00;;"2";1,00;;"0";0,00;;533
"Epilobium alsinifolium";;;"690";8,00;;8,00;;9,00;;9,00;;6,00;;6,00;;5,00;;4,00;;0,00;;0,00;;"8";8,00;;"9";9,00;;"6";6,00;;"5";4,00;;"0";0,00;;534
"Epilobium anagallidifolium";;;"691";8,00;;8,00;;7,00;;8,00;;5,00;;6,00;;4,00;;3,00;;0,00;;0,00;;"8";8,00;;"7";8,00;;"5";6,00;;"4";3,00;;"0";0,00;;535
"Epilobium brunnescens";;1,00;"699";;"–";7,00;;;"–";8,00;"+";;"–";4,00;;;"–";3,00;;;"–";0,00;;"–";7,00;;"–";8,00;"+";"–";4,00;;"–";3,00;;"–";0,00;;536
"Epilobium ciliatum";"Epilobium ciliatum Rafin.";1,00;"688";7,00;;7,00;;5,00;;6,00;;7,00;;6,00;;8,00;;6,00;"!";0,00;;0,00;;"7";7,00;;"5";6,00;;"7";6,00;;"8";6,00;"7";"0";0,00;;537
"Epilobium hirsutum";"Epilobium hirsutum L.";;"692";7,00;;7,00;;8,00;;8,00;;8,00;;7,00;;8,00;;7,00;;1,00;;0,00;;"7";7,00;;"8";8,00;;"8";7,00;;"8";7,00;;"1";0,00;;538
"Epilobium lanceolatum";"Epilobium lanceolatum Seb. et Mauri";;"694";8,00;;7,00;"+";4,00;;5,00;;3,00;;6,00;"*";3,00;;5,00;"+";0,00;;0,00;;"8";7,00;"+";"4";5,00;;"3";6,00;"Q";"3";5,00;"+";"0";0,00;;539
"Epilobium montanum";"Epilobium montanum L.";;"695";4,00;;6,00;"!";5,00;;6,00;;6,00;;6,00;;6,00;;6,00;;0,00;;0,00;;"4";6,00;"7";"5";6,00;;"6";6,00;;"6";6,00;;"0";0,00;;540
"Epilobium obscurum";"Epilobium obscurum Schreb.";;"696";7,00;;6,00;;8,00;;8,00;;4,00;;5,00;;4,00;;5,00;;0,00;;0,00;;"7";6,00;;"8";8,00;;"4";5,00;;"4";5,00;;"0";0,00;;541
"Epilobium palustre";"Epilobium palustre L.";;"697";7,00;;7,00;;9,00;;8,00;;3,00;;5,00;"!";2,00;;3,00;"+";0,00;;0,00;;"7";7,00;;"9";8,00;;"3";5,00;"7";"2";3,00;"+";"0";0,00;;542
"Epilobium parviflorum";"Epilobium parviflorum Schreb.";;"698";7,00;;7,00;;9,00;;9,00;;8,00;;7,00;;6,00;;5,00;;0,00;;0,00;;"7";7,00;;"9";9,00;;"8";7,00;;"6";5,00;;"0";0,00;;543
"Epilobium roseum";"Epilobium roseum Schreb.";;"700";7,00;;6,00;;9,00;;8,00;;8,00;;7,00;;8,00;;7,00;;0,00;;0,00;;"7";6,00;;"9";8,00;;"8";7,00;;"8";7,00;;"0";0,00;;544
"Epilobium tetragonum";"Epilobium tetragonum L.";;"7292";7,00;;6,00;;8,00;;7,00;;6,00;;5,00;;5,00;;5,00;;0,00;;0,00;;"7";6,00;;"8";7,00;;"6";5,00;;"5";5,00;;"0";0,00;;545
"Epipactis atrorubens";"Epipactis atrorubens (Hoffmann) Besser";;"702";6,00;;7,00;;3,00;;4,00;;8,00;;8,00;"+";2,00;;1,00;;0,00;;0,00;;"6";7,00;;"3";4,00;;"8";8,00;"+";"2";1,00;;"0";0,00;;546
"Epipactis helleborine";"Epipactis helleborine (L.) Crantz";;"705";3,00;;4,00;"+";5,00;;5,00;;7,00;;7,00;;5,00;;4,00;;0,00;;0,00;;"3";4,00;"+";"5";5,00;;"7";7,00;;"5";4,00;;"0";0,00;;547
"Epipactis leptochila";"Epipactis leptochila (Godf.) Godf.";;"5476";3,00;;3,00;"°";4,00;;4,00;"°";9,00;;9,00;"°";4,00;;4,00;"°";0,00;;0,00;"°";"3";3,00;"3";"4";4,00;"3";"9";9,00;"3";"4";4,00;"3";"0";0,00;"3";548
"Epipactis palustris";"Epipactis palustris (L.) Crantz";;"708";8,00;;8,00;;9,00;;8,00;;8,00;;7,00;;2,00;;3,00;;0,00;;0,00;;"8";8,00;;"9";8,00;;"8";7,00;;"2";3,00;;"0";0,00;;549
"Epipactis phyllanthes";"Epipactis phyllanthes G.E. Smith";;"709";;"–";3,00;"+";;"–";5,00;"+";;"–";7,00;"+";;"–";4,00;"+";;"–";0,00;;"–";3,00;"+";"–";5,00;"+";"–";7,00;"+";"–";4,00;"+";"–";0,00;;550
"Epipactis purpurata";"Epipactis purpurata Smith";;"710";2,00;;2,00;"°";6,00;;5,00;"+";8,00;;8,00;"°";6,00;;4,00;"+";0,00;;0,00;"°";"2";2,00;"3";"6";5,00;"+";"8";8,00;"3";"6";4,00;"+";"0";0,00;"3";551
"Epipactis youngiana";;3,00;"2549";;"–";3,00;"+";;"–";4,00;"+";;"–";5,00;"+";;"–";3,00;"+";;"–";0,00;;"–";3,00;"+";"–";4,00;"+";"–";5,00;"+";"–";3,00;"+";"–";0,00;;552
"Epipogium aphyllum";"Epipogium aphyllum Swartz";;"711";2,00;;2,00;"°";5,00;;5,00;"°";7,00;;7,00;"°";4,00;;4,00;"°";0,00;;0,00;"°";"2";2,00;"3";"5";5,00;"3";"7";7,00;"3";"4";4,00;"3";"0";0,00;"3";553
"Equisetum arvense";"Equisetum arvense L.";;"712";6,00;;7,00;;;"•";6,00;;;"•";6,00;;3,00;;6,00;"*";0,00;;0,00;;"6";7,00;;"•";6,00;;"•";6,00;;"3";6,00;"Q";"0";0,00;;554
"Equisetum fluviatile";"Equisetum fluviatile L.";;"713";8,00;;8,00;;10,00;;10,00;"*";;"•";6,00;;5,00;;4,00;;0,00;;0,00;;"8";8,00;;"10";1,00;"0";"•";6,00;;"5";4,00;;"0";0,00;;555
"Equisetum hyemale";"Equisetum hyemale L.";;"714";5,00;;5,00;"°";7,00;;7,00;"°";7,00;;7,00;"°";6,00;;6,00;"°";0,00;;0,00;"°";"5";5,00;"3";"7";7,00;"3";"7";7,00;"3";"6";6,00;"3";"0";0,00;"3";556
"Equisetum palustre";"Equisetum palustre L.";;"717";7,00;;7,00;;8,00;;8,00;;;"•";6,00;;3,00;;3,00;;0,00;;0,00;;"7";7,00;;"8";8,00;;"•";6,00;;"3";3,00;;"0";0,00;;557
"Equisetum pratense";"Equisetum pratense Ehrh.";;"718";5,00;;7,00;"!";6,00;;7,00;;7,00;;5,00;"!";2,00;;4,00;"!";0,00;;0,00;;"5";7,00;"7";"6";7,00;;"7";5,00;"7";"2";4,00;"7";"0";0,00;;558
"Equisetum ramosissimum";"Equisetum ramosissimum Desf.";2,00;"719";8,00;;8,00;"°";4,00;;4,00;"°";8,00;;8,00;"°";1,00;;5,00;"+";0,00;;0,00;"°";"8";8,00;"3";"4";4,00;"3";"8";8,00;"3";"1";5,00;"+";"0";0,00;"3";559
"Equisetum sylvaticum";"Equisetum sylvaticum L.";;"720";3,00;;5,00;"!";7,00;;8,00;;5,00;;5,00;;4,00;;5,00;;0,00;;0,00;;"3";5,00;"7";"7";8,00;;"5";5,00;;"4";5,00;;"0";0,00;;560
"Equisetum telmateia";"Equisetum telmateia Ehrh.";;"721";5,00;;6,00;;8,00;;8,00;;8,00;;7,00;;5,00;;6,00;;0,00;;0,00;;"5";6,00;;"8";8,00;;"8";7,00;;"5";6,00;;"0";0,00;;561
"Equisetum variegatum";"Equisetum variegatum Schleich.";;"723";8,00;;8,00;;9,00;;8,00;;8,00;;8,00;;2,00;;3,00;;0,00;;0,00;"+";"8";8,00;;"9";8,00;;"8";8,00;;"2";3,00;;"0";0,00;"+";562
"Eranthis hyemalis";"Eranthis hyemalis (L.) Salisb.";1,00;"724";;"–";3,00;"+";;"–";5,00;"+";;"–";7,00;"+";;"–";6,00;"+";;"–";0,00;;"–";3,00;"+";"–";5,00;"+";"–";7,00;"+";"–";6,00;"+";"–";0,00;;563
"Erica ciliaris";;;"725";;"–";8,00;;;"–";7,00;;;"–";1,00;;;"–";1,00;;;"–";0,00;;"–";8,00;;"–";7,00;;"–";1,00;;"–";1,00;;"–";0,00;;564
"Erica cinerea";"Erica cinerea L.";;"726";7,00;;7,00;;5,00;;5,00;;2,00;;2,00;;1,00;;2,00;;0,00;;0,00;;"7";7,00;;"5";5,00;;"2";2,00;;"1";2,00;;"0";0,00;;565
"Erica erigena";;4,00;"729";;"–";8,00;"+";;"–";8,00;"+";;"–";2,00;"+";;"–";2,00;"+";;"–";0,00;"+";"–";8,00;"+";"–";8,00;"+";"–";2,00;"+";"–";2,00;"+";"–";0,00;"+";566
"Erica mackaiana";;4,00;"728";;"–";8,00;"+";;"–";8,00;"+";;"–";2,00;"+";;"–";1,00;"+";;"–";0,00;;"–";8,00;"+";"–";8,00;"+";"–";2,00;"+";"–";1,00;"+";"–";0,00;;567
"Erica tetralix";"Erica tetralix L.";;"731";8,00;;8,00;;8,00;;8,00;;1,00;;2,00;;2,00;;1,00;;0,00;;0,00;;"8";8,00;;"8";8,00;;"1";2,00;;"2";1,00;;"0";0,00;;568
"Erica vagans";"Erica vagans L.";;"732";;"–";8,00;"+";;"–";6,00;;;"–";4,00;;;"–";1,00;;;"–";0,00;;"–";8,00;"+";"–";6,00;;"–";4,00;;"–";1,00;;"–";0,00;;569
"Erigeron acer";"Erigeron acer L.";;"733";9,00;;8,00;;4,00;;5,00;;8,00;;7,00;;2,00;;3,00;;0,00;;0,00;;"9";8,00;;"4";5,00;;"8";7,00;;"2";3,00;;"0";0,00;;570
"Erigeron borealis";;;"734";;"–";9,00;"+";;"–";5,00;"+";;"–";7,00;"+";;"–";2,00;"+";;"–";0,00;;"–";9,00;"+";"–";5,00;"+";"–";7,00;"+";"–";2,00;"+";"–";0,00;;571
"Erigeron karvinskianus";;1,00;"736";;"–";8,00;"+";;"–";3,00;"+";;"–";7,00;"+";;"–";2,00;"+";;"–";0,00;;"–";8,00;"+";"–";3,00;"+";"–";7,00;"+";"–";2,00;"+";"–";0,00;;572
"Erinus alpinus";;1,00;"738";;"–";8,00;"+";;"–";3,00;"+";;"–";8,00;"+";;"–";2,00;"+";;"–";0,00;;"–";8,00;"+";"–";3,00;"+";"–";8,00;"+";"–";2,00;"+";"–";0,00;;573
"Eriocaulon aquaticum";;;"739";;"–";8,00;;;"–";10,00;"+";;"–";4,00;;;"–";1,00;;;"–";0,00;;"–";8,00;;"–";1,00;"+";"–";4,00;;"–";1,00;;"–";0,00;;574
"Eriophorum angustifolium";"Eriophorum polystachion L.";;"740";8,00;;8,00;;9,00;;9,00;;4,00;;4,00;"+";2,00;;1,00;;0,00;;0,00;;"8";8,00;;"9";9,00;;"4";4,00;"+";"2";1,00;;"0";0,00;;575
"Eriophorum gracile";"Eriophorum gracile Koch ex Roth";;"742";8,00;;8,00;"°";9,00;;9,00;"°";4,00;;4,00;"°";2,00;;2,00;"°";0,00;;0,00;"°";"8";8,00;"3";"9";9,00;"3";"4";4,00;"3";"2";2,00;"3";"0";0,00;"3";576
"Eriophorum latifolium";"Eriophorum latifolium Hoppe";;"743";8,00;;9,00;;9,00;;9,00;;8,00;;7,00;;2,00;;2,00;;0,00;;0,00;;"8";9,00;;"9";9,00;;"8";7,00;;"2";2,00;;"0";0,00;;577
"Eriophorum vaginatum";"Eriophorum vaginatum L.";;"744";7,00;;8,00;;9,00;;8,00;;2,00;;2,00;;1,00;;1,00;;0,00;;0,00;;"7";8,00;;"9";8,00;;"2";2,00;;"1";1,00;;"0";0,00;;578
"Erodium cicutarium";"Erodium cicutarium (L.) L'Hérit.";;"746";8,00;;8,00;;4,00;;4,00;;;"•";6,00;;;"•";4,00;;0,00;;0,00;;"8";8,00;;"4";4,00;;"•";6,00;;"•";4,00;;"0";0,00;;579
"Erodium lebelii";"Erodium lebelii Jord.";;"747";8,00;;8,00;"°";4,00;;4,00;"°";7,00;;7,00;"°";2,00;;2,00;"°";0,00;;0,00;"°";"8";8,00;"3";"4";4,00;"3";"7";7,00;"3";"2";2,00;"3";"0";0,00;"3";580
"Erodium maritimum";"Erodium maritimum (L.) L'Hérit.";;"748";;"–";9,00;"+";;"–";4,00;"+";;"–";6,00;"+";;"–";6,00;"+";;"–";3,00;"+";"–";9,00;"+";"–";4,00;"+";"–";6,00;"+";"–";6,00;"+";"–";3,00;"+";581
"Erodium moschatum";"Erodium moschatum (L.) L'Hérit.";2,00;"749";8,00;;7,00;;4,00;;4,00;;7,00;;6,00;;4,00;;5,00;;0,00;;0,00;;"8";7,00;;"4";4,00;;"7";6,00;;"4";5,00;;"0";0,00;;582
"Erophila glabrescens";;;"4343";;"–";8,00;"+";;"–";3,00;"+";;"–";7,00;"+";;"–";3,00;"+";;"–";0,00;;"–";8,00;"+";"–";3,00;"+";"–";7,00;"+";"–";3,00;"+";"–";0,00;;583
"Erophila majuscula";;;"4344";;"–";8,00;"+";;"–";3,00;"+";;"–";7,00;"+";;"–";3,00;"+";;"–";0,00;;"–";8,00;"+";"–";3,00;"+";"–";7,00;"+";"–";3,00;"+";"–";0,00;;584
"Erophila verna";"Erophila verna (L.) Chevall.";;"4342";8,00;;8,00;;;"•";3,00;;;"•";6,00;;2,00;;3,00;;0,00;;0,00;;"8";8,00;;"•";3,00;;"•";6,00;;"2";3,00;;"0";0,00;;585
"Erucastrum gallicum";"Erucastrum gallicum (Willd.) O.E. Schulz";1,00;"756";8,00;;8,00;"+";4,00;;4,00;;8,00;;7,00;;4,00;;7,00;"*";0,00;;0,00;;"8";8,00;"+";"4";4,00;;"8";7,00;;"4";7,00;"Q";"0";0,00;;586
"Eryngium campestre";"Eryngium campestre L.";;"757";9,00;;9,00;"°";3,00;;3,00;"°";8,00;;8,00;"°";3,00;;3,00;"°";0,00;;0,00;"°";"9";9,00;"3";"3";3,00;"3";"8";8,00;"3";"3";3,00;"3";"0";0,00;"3";587
"Eryngium maritimum";"Eryngium maritimum L.";;"758";9,00;;9,00;;4,00;;4,00;;7,00;;6,00;;4,00;;5,00;;;"•";3,00;"+";"9";9,00;;"4";4,00;;"7";6,00;;"4";5,00;;"•";3,00;"+";588
"Erysimum cheiranthoides";"Erysimum cheiranthoides L.";1,00;"759";7,00;;7,00;;5,00;;5,00;;7,00;;7,00;;7,00;;7,00;;0,00;;0,00;;"7";7,00;;"5";5,00;;"7";7,00;;"7";7,00;;"0";0,00;;589
"Erysimum cheiri";"Erysimum cheiri (L.) Crantz";1,00;"479";8,00;;8,00;;5,00;;4,00;;9,00;;8,00;"+";6,00;;5,00;;0,00;;1,00;;"8";8,00;;"5";4,00;;"9";8,00;"+";"6";5,00;;"0";1,00;;590
"Euonymus europaeus";"Euonymus europaeus L.";;"762";6,00;;5,00;;5,00;;5,00;;8,00;;8,00;;5,00;;5,00;;0,00;;0,00;;"6";5,00;;"5";5,00;;"8";8,00;;"5";5,00;;"0";0,00;;591
"Eupatorium cannabinum";"Eupatorium cannabinum L.";;"763";7,00;;7,00;;7,00;;8,00;;7,00;;6,00;;8,00;;7,00;"+";0,00;;0,00;;"7";7,00;;"7";8,00;;"7";6,00;;"8";7,00;"+";"0";0,00;;592
"Euphorbia amygdaloides";"Euphorbia amygdaloides L.";;"764";4,00;;4,00;;5,00;;5,00;;8,00;;6,00;"!";5,00;;6,00;;0,00;;0,00;;"4";4,00;;"5";5,00;;"8";6,00;"7";"5";6,00;;"0";0,00;;593
"Euphorbia cyparissias";"Euphorbia cyparissias L.";;"767";8,00;;8,00;"°";3,00;;3,00;"°";;"•";7,00;"+";3,00;;3,00;"°";0,00;;0,00;"°";"8";8,00;"3";"3";3,00;"3";"•";7,00;"+";"3";3,00;"3";"0";0,00;"3";594
"Euphorbia exigua";"Euphorbia exigua L.";;"771";6,00;;6,00;;4,00;;4,00;;8,00;;7,00;;4,00;;5,00;;0,00;;0,00;;"6";6,00;;"4";4,00;;"8";7,00;;"4";5,00;;"0";0,00;;595
"Euphorbia helioscopia";"Euphorbia helioscopia L.";;"772";6,00;;7,00;;5,00;;5,00;;7,00;;6,00;;7,00;;6,00;;0,00;;0,00;;"6";7,00;;"5";5,00;;"7";6,00;;"7";6,00;;"0";0,00;;596
"Euphorbia hyberna";;;"773";;"–";5,00;"+";;"–";5,00;"+";;"–";5,00;"+";;"–";4,00;"+";;"–";0,00;;"–";5,00;"+";"–";5,00;"+";"–";5,00;"+";"–";4,00;"+";"–";0,00;;597
"Euphorbia lathyris";"Euphorbia lathyris L.";2,00;"774";;"–";6,00;"+";;"–";5,00;"+";;"–";7,00;"+";;"–";5,00;"+";;"–";0,00;;"–";6,00;"+";"–";5,00;"+";"–";7,00;"+";"–";5,00;"+";"–";0,00;;598
"Euphorbia paralias";"Euphorbia paralias L.";;"775";;"–";9,00;;;"–";4,00;;;"–";7,00;;;"–";5,00;;;"–";3,00;"+";"–";9,00;;"–";4,00;;"–";7,00;;"–";5,00;;"–";3,00;"+";599
"Euphorbia peplis";;;"776";;"–";9,00;"+";;"–";4,00;"+";;"–";7,00;"+";;"–";5,00;"+";;"–";3,00;"+";"–";9,00;"+";"–";4,00;"+";"–";7,00;"+";"–";5,00;"+";"–";3,00;"+";600
